,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
375,Margate,40,AU,1569263683,90,-43.03,147.26,48.2,12.75
376,Harper,75,US,1569263683,49,30.3,-99.24,91.99,6.93
377,Dudinka,75,RU,1569263443,93,69.41,86.18,39.2,13.42
378,Zhangye,0,CN,1569263683,33,38.94,100.46,57.17,4.59
379,Louis Trichardt,0,ZA,1569263683,81,-23.04,29.91,61.85,15.73
380,Barreirinhas,64,BR,1569263683,52,-2.75,-42.83,88.31,10.63
381,Ilulissat,75,GL,1569263284,80,69.22,-51.1,39.2,5.82
382,Karlskrona,0,SE,1569263401,81,56.16,15.59,48.2,6.93
383,Along,100,IN,1569263684,99,28.17,94.8,54.11,1.99
384,Atasu,0,KZ,1569263684,38,48.68,71.64,51.23,13.31
385,Kieta,100,PG,1569263240,81,-6.22,155.63,77.33,3.09
386,Taft,90,PH,1569263684,97,11.9,125.42,71.39,2.21
387,Omsukchan,94,RU,1569263233,96,62.53,155.8,25.67,7.94
388,Pictou,100,CA,1569263406,80,45.68,-62.71,80.01,11.99
389,Bato,4,PH,1569263684,88,13.36,123.37,78.23,6.58
390,Jiutai,0,CN,1569263685,87,44.15,125.84,48.2,2.24
391,Constitucion,40,MX,1569263685,49,23.99,-104.67,75.0,4.7
392,Pushkinskiye Gory,95,RU,1569263685,78,57.02,28.91,38.63,3.89
393,Katsuura,75,JP,1569263141,73,33.93,134.5,73.4,8.05
394,Alofi,40,NU,1569263235,87,-19.06,-169.92,59.0,5.82
395,Devrek,76,TR,1569263685,56,41.22,31.96,65.99,5.3
396,Chanika,12,MW,1569263685,56,-12.93,34.19,67.25,1.05
397,Kununurra,44,AU,1569263280,50,-15.77,128.74,75.2,11.41
398,Kuala Pilah,75,MY,1569263686,94,2.74,102.25,80.6,4.97
399,Moose Factory,90,CA,1569263686,93,51.26,-80.61,50.0,6.93
400,Hofn,90,IS,1569263686,87,64.25,-15.21,51.8,3.36
401,Vardo,90,US,1569263597,37,39.62,-77.74,93.0,11.41
402,Sanica,40,BA,1569263686,93,44.62,16.65,64.4,0.47
403,Henties Bay,0,NA,1569263686,78,-22.12,14.28,63.0,5.01
404,Pakxan,0,LA,1569263686,78,18.39,103.66,68.15,4.54
405,Bilibino,54,RU,1569263241,96,68.06,166.44,14.87,1.39
406,Tovste,100,UA,1569263687,67,48.84,25.73,60.8,12.28
407,Narsaq,75,GL,1569263220,66,60.91,-46.05,48.2,5.82
408,Cumbum,38,IN,1569263687,82,15.58,79.11,78.41,3.15
409,Matagami,90,NG,1569263687,91,9.67,8.4,73.55,3.53
410,Zhigansk,94,RU,1569263242,80,66.77,123.37,35.57,5.79
411,Makakilo City,90,US,1569263234,94,21.35,-158.09,82.4,3.36
412,Alpena,90,US,1569263616,72,45.06,-83.43,64.4,8.05
413,Bhitarwar,75,IN,1569263687,100,25.8,78.11,75.2,4.7
414,La Palma,95,CO,1569263688,54,5.36,-74.39,85.07,4.41
415,Vila Franca do Campo,20,PT,1569263270,83,37.72,-25.43,73.4,17.22
416,Mahibadhoo,100,MV,1569263267,76,3.78,72.97,82.73,15.26
417,Noumea,90,NC,1569263688,82,-22.28,166.46,73.0,2.24
418,Bomet,86,KE,1569263688,91,-0.78,35.34,59.51,5.77
419,Mareeba,75,AU,1569263688,77,-16.99,145.42,70.0,6.93
420,Aljezur,40,PT,1569263688,80,37.31,-8.8,77.0,1.01
421,Antalaha,67,MG,1569263689,88,-14.9,50.28,65.99,2.8
422,Birao,80,CF,1569263689,73,10.3,22.78,78.95,5.59
423,Talcahuano,0,CL,1569263245,55,-36.72,-73.12,62.6,10.29
424,Beyneu,21,KZ,1569263689,69,45.32,55.19,58.25,11.34
425,Walla Walla,40,US,1569263580,52,46.06,-118.33,69.8,17.22
426,Cururupu,93,BR,1569263689,55,-1.82,-44.87,87.05,5.73
427,Wilmington,1,US,1569263249,31,39.75,-75.55,91.99,5.82
428,Amilly,75,FR,1569263690,55,47.98,2.77,66.2,5.82
429,Salta,75,AR,1569263690,27,-24.79,-65.41,78.8,8.05
430,Chimoio,0,MZ,1569263690,78,-19.11,33.48,75.2,7.43
431,Aksarka,100,RU,1569263280,87,66.56,67.8,33.77,13.69
432,Normandin,75,CA,1569263690,63,48.84,-72.53,60.8,8.05
433,Takoradi,62,GH,1569263690,86,4.89,-1.75,76.79,7.31
434,Durusu,0,TR,1569263690,30,37.53,40.83,71.6,9.17
435,Ulaanbaatar,0,MN,1569263691,80,47.92,106.92,35.6,2.24
436,Caravelas,100,BR,1569263051,77,-17.73,-39.27,72.65,25.32
437,Coffeyville,1,US,1569263691,57,37.04,-95.62,84.0,4.7
438,Griffith,0,AU,1569263099,80,-34.29,146.06,33.8,3.36
439,Fort Nelson,20,CA,1569263691,50,58.81,-122.69,51.8,5.82
440,Balkanabat,0,TM,1569263691,35,39.51,54.36,75.71,5.97
441,Leua,79,AO,1569263691,41,-11.65,20.45,73.91,1.66
442,Te Anau,37,NZ,1569263263,73,-45.41,167.72,38.63,6.42
443,Aswan,0,EG,1569263271,26,24.09,32.9,93.2,9.17
444,Namatanai,100,PG,1569263135,79,-3.66,152.44,78.23,5.64
445,Vila,5,IT,1569263692,72,45.18,8.4,68.0,2.24
446,Forbes,0,AU,1569263692,72,-33.38,148.01,41.0,1.48
447,Outlook,63,CA,1569263692,52,51.48,-107.04,63.0,8.01
448,Daru,97,PG,1569263692,86,-9.07,143.21,73.37,7.14
449,El Salto,75,MX,1569263693,65,20.52,-103.18,82.0,5.82
450,Ustka,0,PL,1569263693,79,54.58,16.86,56.99,12.59
451,Gorontalo,4,ID,1569263693,94,0.54,123.06,71.39,2.66
452,Xian,75,ES,1569263693,93,42.76,-8.49,68.0,17.22
453,Opuwo,13,NA,1569263230,21,-18.06,13.84,78.59,14.12
454,Jagdispur,75,IN,1569263693,88,25.47,84.42,82.4,4.7
455,Rosetta,20,EG,1569263693,61,31.4,30.42,77.0,9.17
456,Muros,75,ES,1569263099,93,42.77,-9.06,68.0,17.22
457,Padang,64,ID,1569263694,85,-0.92,100.36,78.77,11.34
458,Virginia Beach,20,US,1569263438,48,36.85,-75.98,89.6,12.75
459,Taldan,0,RU,1569263694,78,53.69,124.82,34.85,7.58
460,Cayenne,20,GF,1569263224,59,4.94,-52.33,89.6,9.17
461,Kyshtovka,71,RU,1569263694,44,56.56,76.62,52.31,19.64
462,Mitsamiouli,22,KM,1569263694,73,-11.38,43.28,78.41,7.74
463,Mocuba,88,MZ,1569263694,57,-16.84,36.99,78.23,9.42
464,Igrim,100,RU,1569263695,85,63.19,64.42,34.67,9.73
465,Haimen,9,CN,1569263695,76,31.87,121.18,71.01,3.62
466,Vila Velha,20,BR,1569263695,62,-3.71,-38.6,84.2,18.34
467,Badiraguato,75,MX,1569263695,70,25.36,-107.55,91.99,5.82
468,Aktau,0,KZ,1569263695,76,43.65,51.16,57.2,6.71
469,Saint-Pierre,0,FR,1569263695,82,48.95,4.24,60.8,6.93
470,Bubaque,33,GW,1569263218,73,11.28,-15.83,82.19,7.27
471,Nikolayevsk-na-amure,100,RU,1569263696,94,53.14,140.72,42.77,7.43
472,Pangnirtung,20,CA,1569263232,86,66.15,-65.72,39.2,12.75
473,Axim,38,GH,1569263696,88,4.87,-2.24,77.15,11.88
474,San Carlos de Bariloche,40,AR,1569263696,38,-41.13,-71.31,60.8,16.11
475,Houlton,90,US,1569263696,88,46.13,-67.84,69.8,6.93
476,Karwar,13,IN,1569263696,84,14.8,74.13,78.59,5.88
